user_id,screen_name,location,description,followers_count,friends_count,listed_count,favourites_count,verified,statuses_count,created_at,filename
"235749248","pdanunagoro","NKRI","May the Force be with you!",466,1034,97,69506,false,93831,"Sun Jan 09 00:38:04 +0000 2011","deptdefence-1.json"
"451359246","DuncanMcNab","Various","Writer (11 books); Crime Editor  https://t.co/dVPe2p6YCl TV producer/investigative journalist; media advice. Food, booze, travel & all served with a twist.",1728,924,31,55293,false,28687,"Sat Dec 31 10:26:36 +0000 2011","deptdefence-1.json"
"983508625","geoffrey_payne","The Goldfields, Victoria, Australia","Interests: Politics (Port Winger), Collecting Civil & Military Aviation Books & Ephemera",8474,8090,1592,997286,false,1041751,"Sat Dec 01 23:09:56 +0000 2012","deptdefence-1.json"
"158900511","DavidSavage63","Canberra","Author Suicide IED Survivor @SoldierOnAus Ambassador, War Crimes Human Rights Investigator, International Development & Aid Advisor -SeaEagles & Brumbies tragic",1886,5000,19,15474,false,14690,"Wed Jun 23 23:34:47 +0000 2010","deptdefence-1.json"
"72547133","ronh62","narromine nsw","Simple hard working aussie............When I give food to the poor, they call me a saint. When I ask why they are poor, they call me a communist - Hélder Câmara",1020,1670,23,5088,false,56765,"Tue Sep 08 13:06:27 +0000 2009","deptdefence-1.json"
"923120359808704512","AdvocatePlanet","Queensland, Australia","Passionate abt PlanetEarth/protecting her/our life-giving enviro.Despise IPA-Coalition.Member BirdlifeAus.Want ‘Aunty’. ABC back",607,308,5,12998,false,48804,"Wed Oct 25 09:33:39 +0000 2017","deptdefence-1.json"
"1074984817345720320","modica4mallee","Mildura, Victoria","Jason Modica - independent candidate for the Federal seat of Mallee, 2019 Authorised by Jason Modica, Nichols Point, Victoria",337,486,6,2262,false,1008,"Tue Dec 18 11:08:47 +0000 2018","deptdefence-1.json"
"768362756353339392","anne_clothier","Sth Aust","Tragic Dog/Animal Lover. Crusader for Equality and Human Rights. Dreamtime Believer👣Leftie ALP Proud Sth Aussie",1256,1221,14,147453,false,159953,"Wed Aug 24 08:22:11 +0000 2016","deptdefence-1.json"
"768362756353339392","anne_clothier","Sth Aust","Tragic Dog/Animal Lover. Crusader for Equality and Human Rights. Dreamtime Believer👣Leftie ALP Proud Sth Aussie",1256,1221,14,147453,false,159953,"Wed Aug 24 08:22:11 +0000 2016","deptdefence-2.json"
"788532504626012160","bkbaguley","Newcastle, New South Wales","True believer. Keep our politicians serving us..not themselves. Support a strong independent ABC. Wrap your rubbish up in a discarded Murdoch paper.",2440,2354,4,196138,false,65487,"Wed Oct 19 00:09:34 +0000 2016","deptdefence-2.json"
"158123632","CorruptNSW","Hell,Hades,Mictlan,Tartarus","#OLSC & #ASIC ignore #auslaw in husband's estate. https://t.co/TVLdJwDTMz Lost job 2012. 29yr daughter @HelpLeila dies #cancer",5088,5592,556,130936,false,369444,"Mon Jun 21 21:13:25 +0000 2010","deptdefence-2.json"
"1081820282384375808","myclothesbrush","Victoria, Australia","Michael oathesbrush, Supplier of dog food to Stanley Archibald Log-Dropper. Views are my own.",110,303,1,15986,false,11920,"Sun Jan 06 07:50:29 +0000 2019","deptdefence-2.json"
"1498326793","myknittingwool","","",5046,4322,208,65451,false,415868,"Mon Jun 10 13:23:44 +0000 2013","deptdefence-2.json"
"1093701129215438848","OldStockRunOut","Australia","When I was an Aunt to a rabbit I saved a cat from a car park now Im about to be a self funded retired boomer - save the planet from the greedy people!!!!",254,800,1,2210,false,16194,"Fri Feb 08 02:40:43 +0000 2019","deptdefence-2.json"
"860400641054720000","tagwacheit","Australia","Whistleblower against systemic Defence & Cth corruption, authorised disclosures under #PID Act.  #ICAC #Republic #Gotiges **No tweet tags please**",3987,3329,11,81308,false,48458,"Fri May 05 07:47:53 +0000 2017","deptdefence-2.json"
"926019424154349568","Senator_Patrick","Adelaide, South Australia","Centre Alliance Senator for South Australia. Former RAN submariner, project manager and small business owner. Authorised by R. Patrick, Adelaide SA 5000.",4693,512,52,150,true,1074,"Thu Nov 02 09:33:30 +0000 2017","deptdefence-2.json"
"593422769","KayeESullivan","Melbourne, Victoria","Library Director of Excellence & Engagement. Medical librarian with a BA. Life-long learner and laugher. My activity here reflects my thoughts.",216,225,8,5008,false,3489,"Tue May 29 06:17:41 +0000 2012","deptdefence-2.json"
"25562160","jaderesearch","Richmond, VA","Jade Research is a small woman owned tech business helping tech companies,develop, fund, manage,commercialize products. STEM Ed,Technology assessment. SBIR/STTR",217,247,5,24055,false,22734,"Fri Mar 20 19:43:28 +0000 2009","deptdefence-2.json"
"732705043216900101","Sarahbuman1","Williamtown","",33,81,0,950,false,982,"Tue May 17 22:51:10 +0000 2016","deptdefence-2.json"
"851211143238602754","FranceAfrik","France :","Réseau dédié à François Fillon, homme d’Etat français lucide,s'est distingué par le courage face à l'adversité, projet réforme France et lutte contre terrorisme",5315,4177,40,466417,false,473283,"Sun Apr 09 23:12:06 +0000 2017","deptdefence-2.json"
"828245348464336897","AlanClementsDC","Washington, DC","",56,76,0,2319,false,1903,"Sun Feb 05 14:14:13 +0000 2017","deptdefence-2.json"
"437371062","pristinefidji","Fidji🇫🇯","Never lose your sense of wonder🐣Enjoy the simple things in life🐜| Studied,lived, worked abroad for 17yrs| RTs aren't necessarily endorsements🐦T's for PestNet",1199,1863,148,75800,false,24545,"Thu Dec 15 09:54:37 +0000 2011","deptdefence-2.json"
"608565634","CWPColumbia","New York, NY","Columbia-Harvard China & the World Program at Columbia's School of Int and Pub Affairs focuses on China's foreign relations around the world. RT ≠ endorsement",7834,310,165,78,false,2429,"Thu Jun 14 22:39:24 +0000 2012","deptdefence-2.json"
"913136246771269637","sonoftaiwan","Taiwan","Esteeming Courage to be Freedom and Freedom to be Happi. #IndoPacific",1455,4999,4,103876,false,48101,"Wed Sep 27 20:20:21 +0000 2017","deptdefence-2.json"
"1167670355369943040","GutMong","Hong Kong","This is not only a War between HK and China .This is a battle between Democracy versus dictatorship . This is a battle between Civilization and Brutal.",94,215,0,1779,false,678,"Sat Aug 31 05:28:32 +0000 2019","deptdefence-2.json"
"1172106776646279168","ABranger_wife","日本 ","🇯🇵I follow back Japanese soldiers, families of soldiers,and military officials from allied countries. 軍事情報/防衛/日米友好/宇宙/日本軍/自衛隊/第1空挺団/空挺レンジャー",535,431,3,44288,false,23162,"Thu Sep 12 11:17:01 +0000 2019","deptdefence-2.json"
"1149523585565786112","Kyoto_bojou","Japan","自衛隊の練度の高さを国内外に示したい、  お世話に   なった自衛隊に感謝の気持ちを 示したいです。",3022,4862,6,42186,false,7464,"Fri Jul 12 03:39:14 +0000 2019","deptdefence-2.json"
"967123451629666306","kellyklock4","","Vote  @realDonaldTrump @BorisJohnson @netanyahu @OfficialAPCN @ScottMorrisonMP @AbeShinzo @MBuhari @ProfOsinbajo @omoregbekelly",272,279,0,15449,false,52895,"Fri Feb 23 19:46:13 +0000 2018","deptdefence-2.json"
"69556346","sharonmascall","Adelaide, Australia","Military Public Affairs Officer; Chair @Storyright1; ex-BBC journo; Adjunct Associate Professor @UniSA; Member, South Australian Veterans Advisory Council",482,349,50,1364,false,1200,"Fri Aug 28 10:28:48 +0000 2009","deptdefence-2.json"
"18340983","__HIG_","Earth","Staying centered, enjoying my family and my futures trading work.",88,793,3,2119,false,2879,"Tue Dec 23 20:00:26 +0000 2008","deptdefence-2.json"
"3186423806","jokinkaidjnr41","Melbourne, Victoria","Single and celebate mother since 1998. Love God, basketball, chocolate, the beach, animals, music, clean comedy, all peeps, hate injustice, evil and prejudices",422,82,2,28146,false,24184,"Wed May 06 09:11:51 +0000 2015","deptdefence-2.json"
"4521330855","alllibertynews","","",20601,3682,1867,128,false,1603264,"Fri Dec 18 05:21:26 +0000 2015","deptdefence-2.json"
"1085352909846413312","rewildrrr","Earth","Acknowledging the Traditional Owners of the Land I Walk & Rest upon. The Kurnai Nation. That's all. Peace.",320,1736,0,1444,false,1249,"Wed Jan 16 01:47:53 +0000 2019","deptdefence-2.json"
"20446102","Nenagh9","","“To the animals, all people are Nazis; to the animals, life is an eternal Treblinka.”  Isaac Bashevis Singer 🙏🏻💜🐾🙏🏻💜🐾 🙏💜🐾#GlobalStateOfHeartache",3371,1941,14,59309,false,105580,"Mon Feb 09 16:30:17 +0000 2009","deptdefence-2.json"
"1109426042328866816","nicolek69799452","","I’m married to the most amazing man ever with 2 amazing kids, 22 yr I is son and 12 yr old daughter. I’m a Australian army veteran",10,135,0,69,false,69,"Sat Mar 23 12:05:55 +0000 2019","deptdefence-2.json"
"865376410864570368","BrianaOsborn13","Long Beach, CA","Proud follower of Christ and Constitutional conservative activist! follow me for great political opinion&news. Well rounded post from science to the White House",264,93,2,16353,false,13474,"Fri May 19 01:19:49 +0000 2017","deptdefence-2.json"
"1057971419332653056","V_rurutaruidea","The City of Tears","Fight for freedom. Fight for survival. Five demands, not one less.",167,423,0,3680,false,6408,"Thu Nov 01 12:23:37 +0000 2018","deptdefence-2.json"
"2787580435","Joneh20Jone","","",95,221,0,765,false,890,"Wed Sep 03 08:51:19 +0000 2014","deptdefence-2.json"
"723089196","MichelleSeyner","","Poet. Human Rights. Bisexual. Indo. Happy mom & wife. Book Addict.",792,1655,19,34279,false,14100,"Sun Jul 29 00:46:54 +0000 2012","deptdefence-2.json"
"27098434","Petat","Australia","Music addict!! Love all types of music and start each day with a song of the day!! :)",657,1872,14,33487,false,6251,"Fri Mar 27 21:12:04 +0000 2009","deptdefence-2.json"
"21220307","itskityaulee","London","Freelance portrait + lifestyle photographer based in London. 🇬🇧🇭🇰. British-HKer| HK Human Rights|Freedom of speech| All views are my own. #standwithhongkong",8538,186,322,18852,false,9211,"Wed Feb 18 17:56:45 +0000 2009","deptdefence-2.json"
"1087361179997986816","LibraAlvin","Makati City","",57,160,1,7425,false,6445,"Mon Jan 21 14:48:02 +0000 2019","deptdefence-2.json"
"392039614","hassan_899","Khartoum","‏‏Hardwork forever pays ، ♡الحمد لله دائما ، ‎‎‎#LFC ‎‎‎#AlAin",318,1145,5,36095,false,27369,"Sun Oct 16 13:32:51 +0000 2011","deptdefence-2.json"
"915528910049222657","BoycottHegemony","","I keep track of China Hegemony around the world. #FreeChina #ChiNazi #AntiCCP #AntiCommunism #ChinaHegemony #BoycottHegemony #SaveHumanity #WorldPeace",5801,4297,40,47618,false,53598,"Wed Oct 04 10:47:56 +0000 2017","deptdefence-2.json"
"1529421373","RichFM39517086","Laguna Beach, Ca","WDON RADIO ~ # ROCK # BLUES # POP $ LEGENDARY MONEY!!",2813,5001,517,412103,false,497337,"Wed Jun 19 01:58:01 +0000 2013","deptdefence-2.json"
"397812950","VITIBOY87","Fiji","Amor vincit omnia |  IG: @vitiboi",935,751,6,24716,false,9825,"Tue Oct 25 05:48:22 +0000 2011","deptdefence-2.json"
"1096339682802036736","kimcollinsdsnsg","Brisbane, Queensland","Chief Executive Officer Defence Special Needs Support Group Inc. Proud mother of 5 sensational kids, proud Wife of serving member. CEO@dsnsg.org.au 1800 037 674",93,206,0,1821,false,333,"Fri Feb 15 09:25:24 +0000 2019","deptdefence-2.json"
"958100933187059712","AusHCFJ","Fiji","Australian High Commissioner to the Republic of Fiji",2335,1258,20,1181,true,5419,"Mon Jan 29 22:13:57 +0000 2018","deptdefence-2.json"
"1180078220776837121","FionaHui6","","The CCP is a Terrorist Organisation 💩🇨🇳💩 | Protect Australia 🇦🇺 | Free Hong Kong 🇭🇰",150,376,0,420,false,493,"Fri Oct 04 11:12:37 +0000 2019","deptdefence-2.json"
"1194272734873735168","CraigRCook1","South Australia, Australia","Any views or opinions in this posts are solely those of the authors.",15,28,0,1,false,6,"Tue Nov 12 15:16:37 +0000 2019","deptdefence-2.json"
"1019830076685332481","nanaval11","","Christian, prior service Army, worked with mentally and physically disabled.",218,212,0,10402,false,1814,"Thu Jul 19 06:23:32 +0000 2018","deptdefence-2.json"
"2189234432","GreatOzGovTweet","Australia","A service from @measuredvoice showcasing great examples of Australian Government social-media messages.",1678,25,335,33,false,177238,"Mon Nov 11 23:47:39 +0000 2013","deptdefence-2.json"
"804504592016781312","MeeganMind","Australia","Trump Supporter🇦🇺, Truth-Justice, Be kind to one another. WWG1WGA 🤜🏼🤛🏼",237,486,0,12183,false,1194,"Fri Dec 02 01:56:56 +0000 2016","deptdefence-2.json"
"1584644210","OZSundown","Australia","Target shooter, Conservation hunter, not a lefty or a righty, slightly libertarian, anti nanny state, stand for due legal process and debate, denounce violence.",299,395,14,7766,false,10355,"Thu Jul 11 03:08:49 +0000 2013","deptdefence-2.json"
"168891447","DeptDefence","Australia","Official account of Australia’s Department of Defence. Home of the @Australian_Navy, @AustralianArmy, @AusAirForce and Defence APS.  https://t.co/q85F6G9xL8",38773,169,577,1868,true,9095,"Wed Jul 21 01:27:40 +0000 2010","deptdefence-2.json"
"3298495060","AniaHonani1","Polska ","",13,14,0,102,false,111,"Mon May 25 21:07:25 +0000 2015","deptdefence-2.json"
"1078829701328588800","Graham75175326","","",19,533,0,1231,false,2282,"Sat Dec 29 01:46:59 +0000 2018","deptdefence-2.json"
"289468489","oldjoeschmo","Melbourne Australia","Parish Priest of Craggy Island.",2959,2782,132,64936,false,97388,"Thu Apr 28 18:08:08 +0000 2011","deptdefence-2.json"
"573697839","fdsfifi","Australia","Just trying to survive Australias descent into madness.😱🆘️ Nature lover.🦜🐝🐜🌱",2542,3248,4,70058,false,76606,"Mon May 07 12:55:34 +0000 2012","deptdefence-2.json"
"961821847556800519","DefenceFamilies","","Defence Families of Australia (DFA) advocates for Defence families. Our team are all partners of current serving members.   Follow is not an endorsement.",416,396,5,4919,false,3679,"Fri Feb 09 04:39:33 +0000 2018","deptdefence-2.json"
"514866289","DarrenChesterMP","Lakes Entrance, VIC","Member for Gippsland - Minister Veterans' Affairs - Marathoner - surf lifesaver - Passionate about regional communities & road safety - left-handed - Swans fan",13570,1208,290,12180,true,11358,"Sun Mar 04 23:07:20 +0000 2012","deptdefence-2.json"
"981850982442151942","HonourRoll","Victoria, Australia","For over a century a WWI Honour Roll has hung in the halls of the Melbourne College of Pharmacy. Follow as we remember nearly 200 student/alumni ANZAC Soldiers.",291,1286,1,2258,false,1297,"Thu Apr 05 11:08:10 +0000 2018","deptdefence-2.json"
"983508625","geoffrey_payne","The Goldfields, Victoria, Australia","Interests: Politics (Port Winger), Collecting Civil & Military Aviation Books & Ephemera",8474,8090,1592,997286,false,1041751,"Sat Dec 01 23:09:56 +0000 2012","deptdefence-2.json"
"1388148914","OMGTheMess","Here","Haruspex. PTSD. If you’re here just for personal abuse - blocked. 27 years Regular Army. 11 years overseas.",5460,3542,67,39491,false,145483,"Sun Apr 28 23:16:26 +0000 2013","deptdefence-2.json"
"2706483938","lds_aus","Sydney NSW","Learning & Development Solutions is an Australian veteran owned training consultancy, specialising in Military RPL for 🇦🇺 🇳🇿 🇨🇦 🇬🇧 🇺🇸 forces.",208,275,19,3350,false,1410,"Mon Aug 04 12:39:08 +0000 2014","deptdefence-2.json"
"147758375","ANAO_Australia","Canberra, Australia","The Australian National Audit Office provides a range of audit services to the Australian Parliament & Commonwealth entities",3839,779,86,61,true,2311,"Tue May 25 00:09:08 +0000 2010","deptdefence-2.json"
"1183540731299786752","bron_1919","♠️♥️♦️♣️ table with coffee","Honest 🐛farmer | not a veteran #RepatriationHistory #VeteranHealth #MoralInjury #ABI #CPY2D6 #Quinism #misandry #suicide #homelessness 🧩#lestweforget",400,1020,0,9773,false,5431,"Mon Oct 14 00:31:42 +0000 2019","deptdefence-2.json"
"483340179","Barls1","Brisbane, Qld, Australia","Family man, bereaved dad, melanoma survivor, surfer, swimmer, astronomer, Sydney Roosters & NSW Waratahs fan, Ex ADF Black Hat, environmentally friendly.",293,1109,6,14064,false,5145,"Sat Feb 04 22:22:13 +0000 2012","deptdefence-2.json"
"873811774490910720","MaunLuke","Canberra, Australian Capital Territory","",228,1965,2,1708,false,790,"Sun Jun 11 07:58:56 +0000 2017","deptdefence-2.json"
"109775198","DonMambo","Melbourne","Wife, Son, Cricket and Footy loving Aussie Bloke",83,104,4,2124,false,1675,"Sat Jan 30 06:16:12 +0000 2010","deptdefence-2.json"
"2425228806","Posthorne01","Swansea, Tasmania","Consulting historian, author, former Army officer and neo-Luddite. Interests: medical, military and Byzantine history; monarchy; cinema. Historian of the RAAMC.",356,103,5,10393,false,15214,"Thu Apr 03 07:42:52 +0000 2014","deptdefence-2.json"
"96898510","tradingoracle","Gold Coast, Queensland","Love the equity trades, crypto currencies and building fishponds to relax.  None of my Tweets should EVER be considered financial advice",1085,1115,12,1201,false,1825,"Tue Dec 15 02:54:14 +0000 2009","deptdefence-2.json"
"341851496","austdef","Canberra","Australia's independent, non-partisan national public-interest watchdog organisation for strategic security, defence & wider national security issues since 1975",2844,112,46,9532,false,12233,"Mon Jul 25 02:14:42 +0000 2011","deptdefence-2.json"
"969511052667846656","bigfella_hortz","","A Senior bloke who happens to be a soldier",284,122,3,705,false,215,"Fri Mar 02 09:53:42 +0000 2018","deptdefence-2.json"
"357453472","SirMickW","NO Greens, ALP or Snowflakes ","Aussie, Ex-Military, Aviation, Anglican, Conservative .Australia, South Africa, Israel✡️~ Stop the Persecution of our Troops ~ ! No Doomsday Preachers Thanks",2377,1866,30,56438,false,195556,"Thu Aug 18 11:43:52 +0000 2011","deptdefence-2.json"
